#Nom de la gare^Type^Région^Latitude^Longitude
Les Praz-de-Chamonix^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.93975^6.88884
Les Quatre-Roues^Gare Ferroviaire de Voyageurs^Centre^47.33299^1.70352
Les Quatre-Routes^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.99703^1.64450
Les ramassiers^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.60236^1.35292
Les Rosiers-sur-Loire^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.36219^-0.22000
Les Sables-Blancs^Gare Ferroviaire de Voyageurs^Bretagne^47.57532^-3.13258
Les Sables-d'Olonne^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.50014^-1.78200
Les Salelles^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.48310^3.27962
Les Saules^Gare Ferroviaire de Voyageurs^Ile de France^48.74453^2.41709
Les Tines^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.95058^6.89912
Les Trillers^Gare Ferroviaire de Voyageurs^Auvergne^46.41456^2.59993
Les Vallées^Gare Ferroviaire de Voyageurs^Ile de France^48.91365^2.25721
Les Versannes^Gare Ferroviaire de Voyageurs^Aquitaine^45.08866^0.85722
Les Yvris-Noisy-le-Grand^Gare Ferroviaire de Voyageurs^Ile de France^48.82352^2.57932
L'Escarène^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.83822^7.35294
Lesparre^Gare Ferroviaire de Voyageurs^Aquitaine^45.30371^-0.94572
Lesquin^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.59013^3.11868
Lesseux-Frapelle^Gare Ferroviaire de Voyageurs^Lorraine^48.28900^7.07589
L'Estaque^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.36390^5.32162
Lestelle^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.11902^0.91305
L'Étang-la-Ville^Gare Ferroviaire de Voyageurs^Ile de France^48.86855^2.07761
Leucate-la-Franqui^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.93285^3.01275
Leval^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.18460^3.83637
Lexos^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.14223^1.88455
Lezennes^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.62057^3.10015
Lézignan (Aude)^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.19992^2.76958
Lezoux^Gare Ferroviaire de Voyageurs^Auvergne^45.82108^3.38595
L'Herbergement-Les Brouzils^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.90641^-1.37179
L'Hermitage-Mordelles^Gare Ferroviaire de Voyageurs^Bretagne^48.12317^-1.81918
L'Hôpital-du-Grosbois^Gare Ferroviaire de Voyageurs^Franche-Comté^47.16911^6.21311
L'Hospitalet-près-l'Andorre^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^42.58875^1.79946
Liancourt-Rantigny^Gare Ferroviaire de Voyageurs^Picardie^49.32451^2.44565
Liancourt-St-Pierre^Gare Ferroviaire de Voyageurs^Picardie^49.22040^1.90546
Liart^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.77101^4.33519
Libercourt^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.47976^3.00880
Libourne^Gare Ferroviaire de Voyageurs^Aquitaine^44.91580^-0.23603
Liernais^Gare Ferroviaire de Voyageurs^Bourgogne^47.21363^4.26719
Liesle^Gare Ferroviaire de Voyageurs^Franche-Comté^47.05854^5.82080
Lieusaint-Moissy^Gare Ferroviaire de Voyageurs^Ile de France^48.62786^2.57013
Liévin^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.43417^2.77052
Ligny-St-Flochel^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.36599^2.41662
Ligugé^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.52215^0.33385
Lille CHR^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.61454^3.03409
Lille-Europe^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.63969^3.07490
Lille-Flandres^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.63577^3.07248
Lille-Porte-de-Douai^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.61237^3.07367
Lillers^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.56113^2.47914
Limay^Gare Ferroviaire de Voyageurs^Ile de France^48.98442^1.74697
Limeray^Gare Ferroviaire de Voyageurs^Centre^47.44985^1.04913
Limersheim^Gare Ferroviaire de Voyageurs^Alsace^48.46110^7.65965
Limeyrat^Gare Ferroviaire de Voyageurs^Aquitaine^45.15620^0.97787
Limoges-Bénédictins^Gare Ferroviaire de Voyageurs^Limousin^45.83722^1.26901
Limoges-Montjovis^Gare Ferroviaire de Voyageurs^Limousin^45.83861^1.25156
Limoux^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.05648^2.22300
Limoux-Flassian^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.06851^2.21852
Lingolsheim^Gare Ferroviaire de Voyageurs^Alsace^48.55947^7.67868
Lisieux^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.13829^0.23150
L'Isle-Adam-Parmain^Gare Ferroviaire de Voyageurs^Ile de France^49.11463^2.20982
L'Isle-d'Abeau^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.60725^5.21954
L'Isle-Fontaine-de-Vaucluse^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.91710^5.04746
L'Isle-Jourdain (Gers)^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.61733^1.08973
L'Isle-sur-le-Doubs^Gare Ferroviaire de Voyageurs^Franche-Comté^47.44719^6.58151
Lisle-sur-Tarn^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.85623^1.80775
Lison^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.22687^-1.05355
L'Isthme^Gare Ferroviaire de Voyageurs^Bretagne^47.54644^-3.13376
Liverdun^Gare Ferroviaire de Voyageurs^Lorraine^48.74925^6.06153
Livron^Gare Ferroviaire de Voyageurs^Rhône-Alpes^44.77737^4.82807
Livry-sur-Seine^Gare Ferroviaire de Voyageurs^Ile de France^48.51035^2.67906
Lizy-sur-Ourcq^Gare Ferroviaire de Voyageurs^Ile de France^49.02189^3.03194
Loches^Gare Ferroviaire de Voyageurs^Centre^47.13040^1.00098
Logelbach^Gare Ferroviaire de Voyageurs^Alsace^48.08715^7.32154
Loison^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.44012^2.85901
Loivre^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.34675^3.99042
Longages-Noé^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.35621^1.25199
Longecourt^Gare Ferroviaire de Voyageurs^Bourgogne^47.19354^5.13474
Longjumeau^Gare Ferroviaire de Voyageurs^Ile de France^48.70193^2.29743
Longpont^Gare Ferroviaire de Voyageurs^Picardie^49.27271^3.22979
Longpré-les-Corps-Saints^Gare Ferroviaire de Voyageurs^Picardie^50.01143^2.00317
Longroy-Gamaches^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.98245^1.55197
Longueau^Gare Ferroviaire de Voyageurs^Picardie^49.86432^2.35207
Longueil-Annel^Gare Ferroviaire de Voyageurs^Picardie^49.46699^2.86316
Longueil-Ste-Marie^Gare Ferroviaire de Voyageurs^Picardie^49.34234^2.71609
Longuerue-Vieux-Manoir^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.55625^1.27622
Longueville (Seine-et-Marne)^Gare Ferroviaire de Voyageurs^Ile de France^48.51549^3.24788
Longueville-sur-Scie^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.79182^1.11050
Longuyon^Gare Ferroviaire de Voyageurs^Lorraine^49.44718^5.60360
Longwy^Gare Ferroviaire de Voyageurs^Lorraine^49.51256^5.76916
Lons-le-Saunier^Gare Ferroviaire de Voyageurs^Franche-Comté^46.66844^5.55082
Loos-en-Gohelle^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.43781^2.79228
Loos-les-Lille^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.61283^3.01750
Loreux^Gare Ferroviaire de Voyageurs^Centre^47.38985^1.83186
Lorient^Gare Ferroviaire de Voyageurs^Bretagne^47.75555^-3.36565
Loriol^Gare Ferroviaire de Voyageurs^Rhône-Alpes^44.75458^4.81686
Lothiers^Gare Ferroviaire de Voyageurs^Centre^46.69440^1.56262
Louhans^Gare Ferroviaire de Voyageurs^Bourgogne^46.63075^5.21712
Louhossoa^Gare Ferroviaire de Voyageurs^Aquitaine^43.30594^-1.36256
Loulay^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.04351^-0.50188
Lourches^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.31024^3.34339
Lourdes^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.10060^-0.04181
Loures-Barbazan^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.02114^0.61046
Louroux-de-Bouble^Gare Ferroviaire de Voyageurs^Auvergne^46.22411^2.98431
Louveciennes^Gare Ferroviaire de Voyageurs^Ile de France^48.86124^2.12272
Louverné^Gare Ferroviaire de Voyageurs^Pays de la Loire^48.10874^-0.71431
Louvres^Gare Ferroviaire de Voyageurs^Ile de France^49.04920^2.50176
Louvroil^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.26806^3.95304
Lozanne^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.85417^4.68266
Luant^Gare Ferroviaire de Voyageurs^Centre^46.73514^1.58966
Lubersac^Gare Ferroviaire de Voyageurs^Limousin^45.44528^1.38841
Luc (Lozère)^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.65409^3.89112
Luçay-le-Mâle^Gare Ferroviaire de Voyageurs^Centre^47.13515^1.43986
Lucé^Gare Ferroviaire de Voyageurs^Centre^48.43601^1.45279
Luc-en-Diois^Gare Ferroviaire de Voyageurs^Rhône-Alpes^44.61374^5.45481
Luchon^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^42.79729^0.59661
Luçon^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.46381^-1.16745
Luc-Primaube^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.29113^2.55433
Lucy-sur-Cure-Bessy^Gare Ferroviaire de Voyageurs^Bourgogne^47.62806^3.74579
Ludon^Gare Ferroviaire de Voyageurs^Aquitaine^44.97424^-0.61183
Ludres^Gare Ferroviaire de Voyageurs^Lorraine^48.62157^6.16995
Lumes^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.73318^4.78288
Lunas^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.70829^3.19303
Lunel^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.67952^4.13082
Lunel-Viel^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.68094^4.09331
Lunery^Gare Ferroviaire de Voyageurs^Centre^46.93514^2.27509
Lunéville^Gare Ferroviaire de Voyageurs^Lorraine^48.58775^6.49714
Lure^Gare Ferroviaire de Voyageurs^Franche-Comté^47.68296^6.49275
Lusignan^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.43500^0.11577
Lus-la-Croix-Haute^Gare Ferroviaire de Voyageurs^Rhône-Alpes^44.67112^5.69727
Lussac-les-Châteaux^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.40519^0.71900
Luttenbach-près-Munster^Gare Ferroviaire de Voyageurs^Alsace^48.03563^7.11959
Lutterbach (Haut-Rhin)^Gare Ferroviaire de Voyageurs^Alsace^47.75791^7.27675
Lutzelbourg^Gare Ferroviaire de Voyageurs^Lorraine^48.72966^7.25162
Lutzelhouse^Gare Ferroviaire de Voyageurs^Alsace^48.51796^7.29384
Luxé^Gare Ferroviaire de Voyageurs^Poitou-Charentes^45.88722^0.10916
Luxeuil-les-Bains^Gare Ferroviaire de Voyageurs^Franche-Comté^47.81517^6.37187
Luzarches^Gare Ferroviaire de Voyageurs^Ile de France^49.11772^2.42158
Luzenac-Garanou^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^42.76445^1.75316
Luzy (Nièvre)^Gare Ferroviaire de Voyageurs^Bourgogne^46.79422^3.96941
Lyon-Gorge-de-Loup^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.76591^4.80398
Lyon-Part-Dieu^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.76033^4.86051
Lyon-Perrache-Voyageurs^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.74866^4.82556
Lyon-St-Exupéry-TGV^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.72096^5.07579
Lyon-St-Paul^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.76635^4.82558
Lyon-Vaise^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.77974^4.80288
Macau^Gare Ferroviaire de Voyageurs^Aquitaine^45.00419^-0.61987
Machecoul^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.99032^-1.82247
Machilly^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.25084^6.32776
Mâcon-Loché-TGV^Gare Ferroviaire de Voyageurs^Bourgogne^46.28253^4.77888
Mâcon-Ville^Gare Ferroviaire de Voyageurs^Bourgogne^46.30290^4.82448
Magalas^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.46784^3.22944
Magenta^Gare Ferroviaire de Voyageurs^Ile de France^48.88034^2.35837
Magland^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.01673^6.62176
Magnac-Vicq^Gare Ferroviaire de Voyageurs^Limousin^45.62838^1.44399
Magnette^Gare Ferroviaire de Voyageurs^Auvergne^46.46403^2.60286
Magneux-Courlandon^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.31000^3.73316
Magny-Blandainville^Gare Ferroviaire de Voyageurs^Centre^48.33442^1.28107
Maillé^Gare Ferroviaire de Voyageurs^Centre^47.05296^0.58301
Mailly-la-Ville^Gare Ferroviaire de Voyageurs^Bourgogne^47.60436^3.67508
Maintenon^Gare Ferroviaire de Voyageurs^Centre^48.58538^1.59246
Maison-Dieu (Yonne)^Gare Ferroviaire de Voyageurs^Bourgogne^47.50299^4.02123
Maisons-Alfort-Alfortville^Gare Ferroviaire de Voyageurs^Ile de France^48.80202^2.42642
Maisons-Laffitte^Gare Ferroviaire de Voyageurs^Ile de France^48.94595^2.14419
Maisse^Gare Ferroviaire de Voyageurs^Ile de France^48.39302^2.39297
Maizières-lès-Metz^Gare Ferroviaire de Voyageurs^Lorraine^49.21611^6.15830
Malain^Gare Ferroviaire de Voyageurs^Bourgogne^47.32729^4.80949
Malansac^Gare Ferroviaire de Voyageurs^Bretagne^47.67543^-2.29574
Malaunay-Le Houlme^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.51324^1.04012
Malause^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.08824^0.97153
Malesherbes^Gare Ferroviaire de Voyageurs^Centre^48.29325^2.40119
Malling^Gare Ferroviaire de Voyageurs^Lorraine^49.41985^6.29941
Mamirolle^Gare Ferroviaire de Voyageurs^Franche-Comté^47.20035^6.16289
Mandelieu-la-Napoule^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.52431^6.94156
Manduel-Redessan^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.82647^4.47888
Manlay^Gare Ferroviaire de Voyageurs^Bourgogne^47.13256^4.32654
Manosque-Gréoux-les-Bains^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.82316^5.79359
Mantes-la-Jolie^Gare Ferroviaire de Voyageurs^Ile de France^48.98954^1.70334
Mantes-Station^Gare Ferroviaire de Voyageurs^Ile de France^48.98463^1.71391
Marbache^Gare Ferroviaire de Voyageurs^Lorraine^48.80071^6.10918
Marcelcave^Gare Ferroviaire de Voyageurs^Picardie^49.85323^2.58207
Marcheprime^Gare Ferroviaire de Voyageurs^Aquitaine^44.69048^-0.85372
Marchezais-Broué^Gare Ferroviaire de Voyageurs^Centre^48.76845^1.51340
Mareil-Marly^Gare Ferroviaire de Voyageurs^Ile de France^48.88078^2.07926
Mareil-sur-Mauldre^Gare Ferroviaire de Voyageurs^Ile de France^48.89390^1.87138
Maresquel^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.40817^1.92969
Mareuil-sur-Ourcq^Gare Ferroviaire de Voyageurs^Ile de France^49.13538^3.07527
Margaux^Gare Ferroviaire de Voyageurs^Aquitaine^45.03575^-0.68560
Margival^Gare Ferroviaire de Voyageurs^Picardie^49.43927^3.40289
Marienthal^Gare Ferroviaire de Voyageurs^Alsace^48.78181^7.82336
Marignac-St-Béat^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^42.91555^0.65201
Marignier^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.08879^6.50583
Marigny (Deux-Sèvres)^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.19903^-0.42862
Marles-en-Brie^Gare Ferroviaire de Voyageurs^Ile de France^48.73427^2.86750
Marle-sur-Serre^Gare Ferroviaire de Voyageurs^Picardie^49.74726^3.76969
Marlieux-Châtillon^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.06436^5.07353
Marly-le-Roi^Gare Ferroviaire de Voyageurs^Ile de France^48.87160^2.09617
Marmagne^Gare Ferroviaire de Voyageurs^Centre^47.09970^2.28322
Marmagne-sous-Creusot^Gare Ferroviaire de Voyageurs^Bourgogne^46.83354^4.35963
Marmande^Gare Ferroviaire de Voyageurs^Aquitaine^44.50320^0.16798
Marne-la-Vallée-Chessy^Gare Ferroviaire de Voyageurs^Ile de France^48.86995^2.78268
Maroeuil^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.32320^2.69769
Marolles-en-Hurepoix^Gare Ferroviaire de Voyageurs^Ile de France^48.56534^2.29089
Maromme^Gare Ferroviaire de Voyageurs^Haute-Normandie^49.47995^1.05086
Marquette^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.67287^3.04983
Marquillies^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.54806^2.86761
Marquise-Rinxent^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.80525^1.73132
Marquixanes^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.64296^2.48575
Marsac (Creuse)^Gare Ferroviaire de Voyageurs^Limousin^46.09400^1.58633
Marsac (Dordogne)^Gare Ferroviaire de Voyageurs^Aquitaine^45.18596^0.66246
Marseillan-Plage^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.31817^3.53542
Marseille-Blancarde^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.29614^5.40656
Marseille-en-Beauvaisis^Gare Ferroviaire de Voyageurs^Picardie^49.57079^1.95499
Marseille-St-Charles^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.30356^5.38142
Marssac-sur-Tarn^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.91511^2.02677
Martigné-Ferchaud^Gare Ferroviaire de Voyageurs^Bretagne^47.83198^-1.31372
Martigny-les-Bains^Gare Ferroviaire de Voyageurs^Lorraine^48.10895^5.82563
Martigues^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.39224^5.02486
Martres-Tolosane^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.19615^1.01656
Marvejols^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.54352^3.27929
Massérac^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.67460^-1.91442
Masseret^Gare Ferroviaire de Voyageurs^Limousin^45.53636^1.54168
Massiac^Gare Ferroviaire de Voyageurs^Auvergne^45.25315^3.19643
Massy-Palaiseau-Grande-Ceinture^Gare Ferroviaire de Voyageurs^Ile de France^48.72412^2.25594
Massy-TGV^Gare Ferroviaire de Voyageurs^Ile de France^48.72865^2.26496
Massy-Verrières^Gare Ferroviaire de Voyageurs^Ile de France^48.73529^2.27454
Matzenheim^Gare Ferroviaire de Voyageurs^Alsace^48.39899^7.61963
Maubeuge^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.27251^3.96634
Maule^Gare Ferroviaire de Voyageurs^Ile de France^48.90906^1.85771
Maurecourt^Gare Ferroviaire de Voyageurs^Ile de France^48.98736^2.06017
Maurois^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.06750^3.45623
Maurs^Gare Ferroviaire de Voyageurs^Auvergne^44.70568^2.19925
Mauves-sur-Loire^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.29281^-1.38928
Mauzac^Gare Ferroviaire de Voyageurs^Aquitaine^44.85570^0.78962
Mauzé^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.19984^-0.67389
Mauzens-Miremont^Gare Ferroviaire de Voyageurs^Aquitaine^44.97737^0.95685
Mayet^Gare Ferroviaire de Voyageurs^Pays de la Loire^47.75949^0.26565
Mazamet^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.49729^2.37590
Mazingarbe^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.46115^2.69965
Meaux^Gare Ferroviaire de Voyageurs^Ile de France^48.95686^2.87316
Mehun-sur-Yèvre^Gare Ferroviaire de Voyageurs^Centre^47.13898^2.20723
Melun^Gare Ferroviaire de Voyageurs^Ile de France^48.52723^2.65577
Menars^Gare Ferroviaire de Voyageurs^Centre^47.64516^1.40590
Mende^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.52233^3.50191
Ménerville^Gare Ferroviaire de Voyageurs^Ile de France^48.96664^1.60151
Ménil-Flin^Gare Ferroviaire de Voyageurs^Lorraine^48.50482^6.65971
Mennecy^Gare Ferroviaire de Voyageurs^Ile de France^48.57089^2.43275
Mennessis^Gare Ferroviaire de Voyageurs^Picardie^49.69207^3.27027
Mennetou-sur-Cher^Gare Ferroviaire de Voyageurs^Centre^47.26908^1.87643
Menton^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.77464^7.49344
Menton-Garavan^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.78510^7.51707
Mer (Loir-et-Cher)^Gare Ferroviaire de Voyageurs^Centre^47.70604^1.50625
Mérens-les-Vals^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^42.65933^1.83700
Mérenvielle^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.63664^1.15078
Méricourt-Ribemont^Gare Ferroviaire de Voyageurs^Picardie^49.95555^2.57236
Mériel^Gare Ferroviaire de Voyageurs^Ile de France^49.07701^2.20481
Merrey (Haute-Marne)^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^48.05395^5.59476
Mertzwiller^Gare Ferroviaire de Voyageurs^Alsace^48.87200^7.67836
Méru^Gare Ferroviaire de Voyageurs^Picardie^49.23293^2.13226
Mervans^Gare Ferroviaire de Voyageurs^Bourgogne^46.79880^5.17939
Merxheim^Gare Ferroviaire de Voyageurs^Alsace^47.91311^7.30241
Méry^Gare Ferroviaire de Voyageurs^Ile de France^49.05711^2.19058
Messac-Guipry^Gare Ferroviaire de Voyageurs^Bretagne^47.82222^-1.81866
Messein^Gare Ferroviaire de Voyageurs^Lorraine^48.61300^6.13764
Mesves-Bulcy^Gare Ferroviaire de Voyageurs^Bourgogne^47.24171^3.00671
Mesvres^Gare Ferroviaire de Voyageurs^Bourgogne^46.86300^4.24392
Metzeral^Gare Ferroviaire de Voyageurs^Alsace^48.01389^7.07340
Metzervisse^Gare Ferroviaire de Voyageurs^Lorraine^49.31818^6.28376
Metz-Nord^Gare Ferroviaire de Voyageurs^Lorraine^49.13694^6.16710
Metz-Ville^Gare Ferroviaire de Voyageurs^Lorraine^49.10921^6.17778
Meudon^Gare Ferroviaire de Voyageurs^Ile de France^48.81479^2.24084
Meudon-Val-Fleury^Gare Ferroviaire de Voyageurs^Ile de France^48.80845^2.24172
Meulan-Hardricourt^Gare Ferroviaire de Voyageurs^Ile de France^49.00578^1.90171
Meung-sur-Loire^Gare Ferroviaire de Voyageurs^Centre^47.82998^1.69176
Meurchin^Gare Ferroviaire de Voyageurs^Nord Pas de Calais^50.49753^2.89328
Meursault^Gare Ferroviaire de Voyageurs^Bourgogne^46.96917^4.79540
Meximieux-Pérouges^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.90169^5.19355
Meymac^Gare Ferroviaire de Voyageurs^Limousin^45.52923^2.16087
Meyrargues^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.64420^5.53947
Mézériat^Gare Ferroviaire de Voyageurs^Rhône-Alpes^46.23490^5.04678
Mézidon^Gare Ferroviaire de Voyageurs^Basse-Normandie^49.07088^-0.07500
Mignaloux-Nouaillé^Gare Ferroviaire de Voyageurs^Poitou-Charentes^46.52621^0.41172
Milhac-d'Auberoche^Gare Ferroviaire de Voyageurs^Aquitaine^45.12902^0.91789
Milhaud^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^43.78842^4.30308
Millas^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^42.68825^2.69549
Millau^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.10172^3.07378
Milly-sur-Thérain^Gare Ferroviaire de Voyageurs^Picardie^49.50498^1.98904
Miniac^Gare Ferroviaire de Voyageurs^Bretagne^48.53153^-1.91503
Mionnay^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.89691^4.91950
Miramas^Gare Ferroviaire de Voyageurs^Provence-Alpes-CA^43.58095^4.99933
Miraumont^Gare Ferroviaire de Voyageurs^Picardie^50.09610^2.73468
Mirecourt^Gare Ferroviaire de Voyageurs^Lorraine^48.29970^6.12877
Miribel^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.82182^4.95375
Mitry-Claye^Gare Ferroviaire de Voyageurs^Ile de France^48.97587^2.64234
Modane^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.19352^6.65943
Mohon^Gare Ferroviaire de Voyageurs^Champagne-Ardenne^49.75264^4.73328
Moirans^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.32203^5.58186
Moirans-la-Galifette^Gare Ferroviaire de Voyageurs^Rhône-Alpes^45.32395^5.56374
Moissac^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^44.10253^1.07740
Molières-sur-Cèze^Gare Ferroviaire de Voyageurs^Languedoc-Roussillon^44.25987^4.15929
Molsheim^Gare Ferroviaire de Voyageurs^Alsace^48.53751^7.50018
Mommenheim^Gare Ferroviaire de Voyageurs^Alsace^48.75565^7.64212
Monestier-de-Clermont^Gare Ferroviaire de Voyageurs^Rhône-Alpes^44.91176^5.63370
Monéteau-Gurgy^Gare Ferroviaire de Voyageurs^Bourgogne^47.85071^3.58001
Monistrol-d'Allier^Gare Ferroviaire de Voyageurs^Auvergne^44.96965^3.65047
Monnaie^Gare Ferroviaire de Voyageurs^Centre^47.49926^0.79398
Monnerville^Gare Ferroviaire de Voyageurs^Ile de France^48.34878^2.03271
Monsempron-Libos^Gare Ferroviaire de Voyageurs^Aquitaine^44.48656^0.94113
Montaignac-St-Hippolyte^Gare Ferroviaire de Voyageurs^Limousin^45.35460^1.97954
Montaigut^Gare Ferroviaire de Voyageurs^Limousin^46.13685^1.73477
Montaigu-Vendée^Gare Ferroviaire de Voyageurs^Pays de la Loire^46.98375^-1.31648
Montargis^Gare Ferroviaire de Voyageurs^Centre^48.00716^2.74300
Montastruc-la-Conseillère^Gare Ferroviaire de Voyageurs^Midi-Pyrénées^43.71600^1.59790
Montataire^Gare Ferroviaire de Voyageurs^Picardie^49.25119^2.43695
Montauban-de-Bretagne^Gare Ferroviaire de Voyageurs^Bretagne^48.18990^-2.05310
